company,publicationDate,avg.Positive,avg.Negative,avg.Neutral,overallSentiment
Tesla,2021-07-26,0.30985915492957744,0.2676056338028169,0.4225352112676056,Neutral
Tesla,2021-10-20,0.20987654320987653,0.2839506172839506,0.5061728395061729,Neutral
Tesla,2023-03-01,0.30278884462151395,0.1394422310756972,0.5577689243027888,Neutral
