,company,publicationDate,avg.Postive,avg.Negative,avg.Neutral,overallSentiment
0,Tesla,2023-04-19,0.28169014084507044,0.28169014084507044,0.43661971830985913,Neutral
1,Tesla, 2023-01-25,0.25925925925925924,0.2716049382716049,0.4691358024691358,Neutral
2,Tesla, 2022-04-20,0.17142857142857143,0.22857142857142856,0.6,Neutral
3,Tesla, 20220-01-26,0.26582278481012656,0.25316455696202533,0.4810126582278481,Neutral
4,Tesla, 2021-10-20,0.17333333333333334,0.29333333333333333,0.5333333333333333,Neutral
5,Tesla, 2021-07-26,0.15853658536585366,0.2682926829268293,0.573170731707317,Neutral
